time,P,G(i),H_sun,T2m,WS10m,Int
20160119:1509,0.0,0.0,0.0,12.53,4.62,0.0
20160119:1609,0.0,0.0,0.0,11.72,4.0,0.0
20160119:1709,0.0,0.0,0.0,10.82,3.38,0.0
20160119:1809,0.0,0.0,0.0,10.39,2.76,0.0
20160119:1909,0.0,0.0,0.0,9.95,2.83,0.0
20160119:2009,0.0,0.0,0.0,9.54,2.28,0.0
20160119:2109,0.0,0.0,0.0,9.02,1.93,0.0
20160119:2209,0.0,0.0,0.0,8.27,1.66,0.0
20160119:2309,0.0,0.0,0.0,7.75,1.38,0.0
20160120:0009,0.0,0.0,0.0,7.64,1.24,0.0
20160120:0109,0.0,0.0,0.0,7.44,1.31,0.0
20160120:0209,0.0,0.0,0.0,7.2,1.45,0.0
20160120:0309,0.0,0.0,0.0,7.5,1.45,0.0
20160120:0409,0.0,0.0,0.0,7.65,1.38,0.0
20160120:0509,3.4,25.69,5.09,7.57,1.38,0.0
20160120:0609,22.3,103.87,15.99,8.49,1.45,0.0
20160120:0709,111.33,451.31,25.55,10.14,1.72,0.0
20160120:0809,72.68,301.99,33.06,11.39,1.31,0.0
20160120:0909,198.95,848.66,37.62,12.5,0.9,0.0
20160120:1009,208.33,904.8,38.43,13.41,0.62,0.0
20160120:1109,181.48,782.0,35.32,14.13,0.34,0.0
20160120:1209,146.44,619.93,28.9,14.46,0.28,0.0
20160120:1309,59.13,251.47,20.07,14.52,1.1,0.0
20160120:1409,33.99,154.05,9.64,14.2,2.0,0.0
20160120:1509,0.0,0.0,0.0,13.32,2.41,0.0
20160120:1609,0.0,0.0,0.0,11.94,2.41,0.0
20160120:1709,0.0,0.0,0.0,10.79,2.14,0.0
20160120:1809,0.0,0.0,0.0,9.71,1.86,0.0
20160120:1909,0.0,0.0,0.0,8.96,1.86,0.0
20160120:2009,0.0,0.0,0.0,8.35,1.72,0.0
20160120:2109,0.0,0.0,0.0,7.98,1.59,0.0
20160120:2209,0.0,0.0,0.0,7.79,1.52,0.0
20160120:2309,0.0,0.0,0.0,7.48,1.45,0.0
20160121:0009,0.0,0.0,0.0,7.11,1.52,0.0
20160121:0109,0.0,0.0,0.0,6.49,1.52,0.0
20160121:0209,0.0,0.0,0.0,6.21,1.45,0.0
20160121:0309,0.0,0.0,0.0,5.86,1.52,0.0
20160121:0409,0.0,0.0,0.0,5.42,1.52,0.0
20160121:0509,9.09,53.91,5.16,5.61,1.52,0.0
20160121:0609,24.39,111.48,16.09,7.12,1.31,0.0
20160121:0709,129.66,529.42,25.68,10.49,1.24,0.0
20160121:0809,182.94,766.37,33.23,12.66,1.38,0.0
20160121:0909,191.81,818.54,37.82,13.99,1.1,0.0
20160121:1009,228.14,1011.46,38.66,15.07,0.76,0.0
20160121:1109,190.36,831.3,35.55,15.77,0.41,0.0
20160121:1209,174.52,746.66,29.12,16.32,0.97,0.0
20160121:1309,139.52,582.81,20.28,16.39,1.93,0.0
20160121:1409,39.79,178.05,9.84,15.68,2.9,0.0
20160121:1509,0.0,0.0,0.0,14.07,3.03,0.0
20160121:1609,0.0,0.0,0.0,12.28,2.83,0.0
20160121:1709,0.0,0.0,0.0,11.09,2.21,0.0
20160121:1809,0.0,0.0,0.0,9.91,1.38,0.0
20160121:1909,0.0,0.0,0.0,9.32,0.97,0.0
20160121:2009,0.0,0.0,0.0,9.44,0.55,0.0
20160121:2109,0.0,0.0,0.0,9.12,0.28,0.0
20160121:2209,0.0,0.0,0.0,8.8,0.21,0.0
20160121:2309,0.0,0.0,0.0,8.44,0.21,0.0
20160122:0009,0.0,0.0,0.0,8.19,0.21,0.0
20160122:0109,0.0,0.0,0.0,7.86,0.21,0.0
20160122:0209,0.0,0.0,0.0,7.6,0.21,0.0
20160122:0309,0.0,0.0,0.0,6.62,0.28,0.0
20160122:0409,0.0,0.0,0.0,5.86,0.41,0.0
20160122:0509,13.12,73.82,5.24,5.72,0.55,0.0
20160122:0609,85.44,353.33,16.19,7.31,0.34,0.0
20160122:0709,139.17,572.52,25.81,9.65,0.48,0.0
20160122:0809,185.63,776.13,33.4,11.43,1.17,0.0
20160122:0909,214.52,908.47,38.03,13.02,1.86,0.0
20160122:1009,217.07,917.67,38.89,14.38,2.55,0.0
20160122:1109,205.54,864.52,35.79,15.01,2.69,0.0
20160122:1209,174.03,719.94,29.34,15.16,3.03,0.0
20160122:1309,97.78,401.58,20.49,14.97,3.45,0.0
20160122:1409,40.7,180.17,10.03,14.25,3.79,0.0
20160122:1509,0.0,0.0,0.0,13.14,3.24,0.0
20160122:1609,0.0,0.0,0.0,12.01,2.9,0.0
20160122:1709,0.0,0.0,0.0,11.14,2.21,0.0
20160122:1809,0.0,0.0,0.0,10.67,1.38,0.0
20160122:1909,0.0,0.0,0.0,10.23,1.38,0.0
20160122:2009,0.0,0.0,0.0,9.94,1.17,0.0
20160122:2109,0.0,0.0,0.0,9.61,1.03,0.0
20160122:2209,0.0,0.0,0.0,9.45,0.9,0.0
20160122:2309,0.0,0.0,0.0,9.11,1.03,0.0
20160123:0009,0.0,0.0,0.0,8.52,1.24,0.0
20160123:0109,0.0,0.0,0.0,8.2,1.52,0.0
20160123:0209,0.0,0.0,0.0,7.56,1.79,0.0
20160123:0309,0.0,0.0,0.0,7.56,2.21,0.0
20160123:0409,0.0,0.0,0.0,7.8,2.34,0.0
20160123:0509,19.34,104.9,5.32,7.49,2.41,0.0
20160123:0609,21.77,101.84,16.3,9.07,2.9,0.0
20160123:0709,56.22,234.72,25.96,10.71,3.86,0.0
20160123:0809,38.71,168.75,33.58,11.61,4.28,0.0
20160123:0909,53.1,225.06,38.24,12.52,4.34,0.0
20160123:1009,78.27,322.4,39.12,13.06,5.1,0.0
20160123:1109,47.92,205.49,36.03,13.55,5.72,0.0
20160123:1209,17.12,84.85,29.57,13.76,6.21,0.0
20160123:1309,26.6,122.32,20.7,13.5,6.55,0.0
20160123:1409,4.8,32.41,10.22,12.92,0.0,0.0
20160123:1509,0.0,0.0,0.0,11.91,0.0,0.0
20160123:1609,0.0,0.0,0.0,10.95,5.1,0.0
20160123:1709,0.0,0.0,0.0,10.17,4.83,0.0
20160123:1809,0.0,0.0,0.0,9.62,4.69,0.0
20160123:1909,0.0,0.0,0.0,9.22,4.76,0.0
20160123:2009,0.0,0.0,0.0,9.16,4.62,0.0
20160123:2109,0.0,0.0,0.0,8.76,4.48,0.0
20160123:2209,0.0,0.0,0.0,8.35,4.48,0.0
20160123:2309,0.0,0.0,0.0,8.26,4.48,0.0
20160124:0009,0.0,0.0,0.0,7.94,4.41,0.0
20160124:0109,0.0,0.0,0.0,7.53,4.48,0.0
20160124:0209,0.0,0.0,0.0,7.14,4.62,0.0
20160124:0309,0.0,0.0,0.0,6.98,4.48,0.0
20160124:0409,0.0,0.0,0.0,6.68,4.9,0.0
20160124:0509,0.0,4.77,5.41,6.66,4.83,0.0
20160124:0609,22.77,104.68,16.42,7.09,5.03,0.0
20160124:0709,63.24,257.73,26.1,8.46,6.14,0.0
20160124:0809,38.98,167.8,33.76,9.68,7.45,0.0
20160124:0909,94.36,377.98,38.46,10.64,7.93,0.0
20160124:1009,37.1,161.12,39.37,10.59,8.69,0.0
20160124:1109,201.12,791.46,36.27,10.57,8.83,0.0
20160124:1209,123.02,483.5,29.8,10.23,8.69,0.0
20160124:1309,13.47,68.64,20.91,9.21,8.21,0.0
20160124:1409,70.53,290.26,10.42,9.2,7.93,0.0
20160124:1509,0.0,0.0,0.0,8.52,7.45,0.0
20160124:1609,0.0,0.0,0.0,7.84,7.17,0.0
20160124:1709,0.0,0.0,0.0,7.06,6.28,0.0
20160124:1809,0.0,0.0,0.0,6.98,6.07,0.0
20160124:1909,0.0,0.0,0.0,6.91,7.17,0.0
20160124:2009,0.0,0.0,0.0,6.46,7.24,0.0
20160124:2109,0.0,0.0,0.0,6.17,7.03,0.0
20160124:2209,0.0,0.0,0.0,6.15,6.76,0.0
20160124:2309,0.0,0.0,0.0,5.95,6.97,0.0
20160125:0009,0.0,0.0,0.0,5.7,6.69,0.0
20160125:0109,0.0,0.0,0.0,5.58,6.21,0.0
20160125:0209,0.0,0.0,0.0,5.42,5.93,0.0
20160125:0309,0.0,0.0,0.0,5.34,5.66,0.0
20160125:0409,0.0,0.0,0.0,5.24,4.97,0.0
20160125:0509,0.25,7.63,5.51,5.19,5.1,0.0
20160125:0609,7.64,43.86,16.54,5.48,5.17,0.0
20160125:0709,21.19,98.2,26.26,6.45,6.62,0.0
20160125:0809,17.69,84.85,33.95,7.27,7.45,0.0
20160125:0909,25.01,113.45,38.69,7.92,7.66,0.0
20160125:1009,20.99,98.2,39.61,8.57,7.59,0.0
20160125:1109,21.93,102.01,36.52,8.87,7.17,0.0
20160125:1209,7.31,42.9,30.04,8.35,6.83,0.0
20160125:1309,5.36,34.32,21.13,8.21,6.41,0.0
20160125:1409,4.75,31.46,10.62,7.3,5.86,0.0
20160125:1509,0.0,0.0,0.0,6.69,4.48,0.0
20160125:1609,0.0,0.0,0.0,5.81,3.38,0.0
20160125:1709,0.0,0.0,0.0,5.37,2.9,0.0
20160125:1809,0.0,0.0,0.0,4.95,2.69,0.0
20160125:1909,0.0,0.0,0.0,5.44,3.59,0.0
20160125:2009,0.0,0.0,0.0,4.97,3.59,0.0
20160125:2109,0.0,0.0,0.0,4.9,3.72,0.0
20160125:2209,0.0,0.0,0.0,4.65,3.79,0.0
20160125:2309,0.0,0.0,0.0,4.63,3.72,0.0
20160126:0009,0.0,0.0,0.0,4.53,3.52,0.0
20160126:0109,0.0,0.0,0.0,4.43,3.66,0.0
20160126:0209,0.0,0.0,0.0,4.04,3.45,0.0
20160126:0309,0.0,0.0,0.0,4.0,3.66,0.0
20160126:0409,0.0,0.0,0.0,3.97,3.59,0.0
20160126:0509,4.45,30.17,5.61,3.64,3.45,0.0
20160126:0609,2.78,21.93,16.66,4.58,4.34,0.0
20160126:0709,12.26,62.92,26.42,5.62,4.83,0.0
20160126:0809,18.67,88.66,34.15,6.92,5.17,0.0
20160126:0909,34.51,149.68,38.92,7.56,5.59,0.0
20160126:1009,47.21,198.3,39.87,8.29,5.72,0.0
20160126:1109,60.9,249.95,36.78,8.57,5.93,0.0
20160126:1209,9.32,51.48,30.28,8.45,5.79,0.0
20160126:1309,47.29,197.77,21.35,8.33,5.31,0.0
20160126:1409,6.91,41.0,10.82,7.2,4.83,0.0
20160126:1509,0.0,0.0,0.0,6.42,3.45,0.0
20160126:1609,0.0,0.0,0.0,5.86,2.76,0.0
20160126:1709,0.0,0.0,0.0,5.44,2.48,0.0
20160126:1809,0.0,0.0,0.0,5.15,2.48,0.0
20160126:1909,0.0,0.0,0.0,5.05,2.62,0.0
20160126:2009,0.0,0.0,0.0,4.56,2.28,0.0
20160126:2109,0.0,0.0,0.0,4.33,2.34,0.0
20160126:2209,0.0,0.0,0.0,4.2,2.41,0.0
20160126:2309,0.0,0.0,0.0,4.05,2.55,0.0
20160127:0009,0.0,0.0,0.0,3.92,2.41,0.0
20160127:0109,0.0,0.0,0.0,3.77,2.14,0.0
20160127:0209,0.0,0.0,0.0,3.51,2.0,0.0
20160127:0309,0.0,0.0,0.0,3.51,1.93,0.0
20160127:0409,0.0,0.0,0.0,3.59,1.93,0.0
20160127:0509,0.13,6.67,5.71,3.87,2.0,0.0
20160127:0609,28.33,125.12,16.79,4.45,2.55,0.0
20160127:0709,129.63,510.92,26.58,5.85,2.83,0.0
20160127:0809,144.75,593.2,34.36,6.77,0.0,0.0
20160127:0909,109.76,448.52,39.16,7.37,0.0,0.0
20160127:1009,48.3,203.07,40.13,7.79,2.76,0.0
20160127:1109,101.94,408.56,37.03,8.17,2.83,0.0
20160127:1209,82.57,333.01,30.52,8.44,3.03,0.0
20160127:1309,44.5,188.21,21.57,8.46,3.03,0.0
20160127:1409,32.27,142.69,11.02,8.14,3.03,0.0
20160127:1509,0.0,0.0,0.0,7.41,2.41,0.0
20160127:1609,0.0,0.0,0.0,6.88,1.79,0.0
20160127:1709,0.0,0.0,0.0,6.44,1.52,0.0
20160127:1809,0.0,0.0,0.0,5.81,1.45,0.0
20160127:1909,0.0,0.0,0.0,5.44,1.45,0.0
20160127:2009,0.0,0.0,0.0,4.62,1.66,0.0
20160127:2109,0.0,0.0,0.0,4.11,1.59,0.0
20160127:2209,0.0,0.0,0.0,3.88,1.31,0.0
20160127:2309,0.0,0.0,0.0,4.16,1.03,0.0
20160128:0009,0.0,0.0,0.0,4.21,0.83,0.0
20160128:0109,0.0,0.0,0.0,4.02,0.83,0.0
20160128:0209,0.0,0.0,0.0,3.23,1.03,0.0
20160128:0309,0.0,0.0,0.0,1.93,1.31,0.0
20160128:0409,0.0,0.0,0.0,1.0,1.52,0.0
20160128:0509,22.21,112.73,5.82,0.56,1.72,0.0
20160128:0609,102.8,418.36,16.93,3.07,0.0,0.0
20160128:0709,163.98,675.58,26.75,6.11,0.0,0.0
20160128:0809,217.08,893.87,34.56,7.51,1.79,0.0
20160128:0909,242.04,1019.13,39.41,8.48,1.72,0.0
20160128:1009,248.37,1056.69,40.39,9.24,1.66,0.0
20160128:1109,238.14,1003.36,37.3,9.84,1.93,0.0
20160128:1209,208.91,861.71,30.77,10.16,2.28,0.0
20160128:1309,158.43,640.71,21.79,10.18,2.55,0.0
20160128:1409,54.65,231.12,11.22,9.74,2.62,0.0
20160128:1509,0.0,0.0,0.0,8.58,2.14,0.0
20160128:1609,0.0,0.0,0.0,7.05,2.07,0.0
20160128:1709,0.0,0.0,0.0,5.67,2.07,0.0
20160128:1809,0.0,0.0,0.0,4.43,1.93,0.0
20160128:1909,0.0,0.0,0.0,4.6,1.31,0.0
20160128:2009,0.0,0.0,0.0,3.88,1.45,0.0
20160128:2109,0.0,0.0,0.0,3.05,1.59,0.0
20160128:2209,0.0,0.0,0.0,2.1,1.79,0.0
20160128:2309,0.0,0.0,0.0,1.4,1.86,0.0
20160129:0009,0.0,0.0,0.0,0.95,2.0,0.0
20160129:0109,0.0,0.0,0.0,0.66,2.07,0.0
20160129:0209,0.0,0.0,0.0,0.53,2.14,0.0
20160129:0309,0.0,0.0,0.0,0.53,2.21,0.0
20160129:0409,0.0,0.0,0.0,0.57,2.28,0.0
20160129:0509,6.86,41.13,5.94,0.67,2.28,0.0
20160129:0609,32.3,139.78,17.07,3.34,1.66,0.0
20160129:0709,83.0,336.05,26.93,7.63,1.45,0.0
20160129:0809,103.27,420.73,34.78,9.59,1.17,0.0
20160129:0909,64.01,268.23,39.66,10.78,1.1,0.0
20160129:1009,25.37,117.27,40.66,11.82,2.21,0.0
20160129:1109,42.09,183.05,37.56,12.67,3.03,0.0
20160129:1209,85.38,350.56,31.02,12.87,3.17,0.0
20160129:1309,51.56,218.73,22.02,12.7,3.17,0.0
20160129:1409,11.56,61.71,11.43,12.1,2.9,0.0
20160129:1509,0.0,0.0,0.0,10.99,2.0,0.0
20160129:1609,0.0,0.0,0.0,9.82,1.52,0.0
20160129:1709,0.0,0.0,0.0,8.58,1.24,0.0
20160129:1809,0.0,0.0,0.0,7.96,1.17,0.0
20160129:1909,0.0,0.0,0.0,7.58,0.97,0.0
20160129:2009,0.0,0.0,0.0,6.6,1.17,0.0
20160129:2109,0.0,0.0,0.0,5.57,1.52,0.0
20160129:2209,0.0,0.0,0.0,5.02,1.66,0.0
20160129:2309,0.0,0.0,0.0,4.53,1.72,0.0
20160130:0009,0.0,0.0,0.0,4.3,1.66,0.0
20160130:0109,0.0,0.0,0.0,4.15,1.59,0.0
20160130:0209,0.0,0.0,0.0,4.07,1.59,0.0
20160130:0309,0.0,0.0,0.0,3.73,1.72,0.0
20160130:0409,0.0,0.0,0.0,3.19,2.0,0.0
20160130:0509,17.61,92.1,6.06,2.9,2.21,0.0
20160130:0609,91.68,371.14,17.22,5.14,1.72,0.0
20160130:0709,149.83,607.71,27.11,9.68,1.86,0.0
20160130:0809,189.69,783.97,35.0,11.76,2.21,0.0
20160130:0909,228.17,971.04,39.91,12.94,2.0,0.0
20160130:1009,231.79,1000.73,40.93,13.79,1.66,0.0
20160130:1109,210.46,902.18,37.83,14.46,1.52,0.0
20160130:1209,185.83,784.02,31.27,14.75,1.66,0.0
20160130:1309,150.62,624.52,22.24,14.74,2.07,0.0
20160130:1409,61.11,261.6,11.63,14.16,2.41,0.0
20160130:1509,0.0,0.0,0.0,12.71,2.41,0.0
20160130:1609,0.0,0.0,0.0,11.11,2.41,0.0
20160130:1709,0.0,0.0,0.0,9.91,2.21,0.0
20160130:1809,0.0,0.0,0.0,8.9,1.86,0.0
20160130:1909,0.0,0.0,0.0,7.99,1.31,0.0
20160130:2009,0.0,0.0,0.0,7.87,1.1,0.0
20160130:2109,0.0,0.0,0.0,7.9,0.97,0.0
20160130:2209,0.0,0.0,0.0,7.51,0.9,0.0
20160130:2309,0.0,0.0,0.0,6.92,0.83,0.0
20160131:0009,0.0,0.0,0.0,5.79,0.9,0.0
20160131:0109,0.0,0.0,0.0,4.38,0.9,0.0
20160131:0209,0.0,0.0,0.0,3.35,1.1,0.0
20160131:0309,0.0,0.0,0.0,3.44,1.24,0.0
20160131:0409,0.0,0.0,0.0,3.54,1.31,0.0
20160131:0509,21.0,108.28,6.19,3.7,1.31,0.0
20160131:0609,100.45,409.76,17.38,5.7,0.97,0.0
20160131:0709,158.96,659.22,27.3,9.48,0.41,0.0
20160131:0809,205.56,882.16,35.23,11.91,0.62,0.0
20160131:0909,231.76,1010.48,40.17,13.34,1.1,0.0
20160131:1009,238.32,1049.0,41.21,14.33,1.17,0.0
20160131:1109,227.48,996.85,38.11,15.09,1.17,0.0
20160131:1209,199.28,856.53,31.52,15.51,1.24,0.0
20160131:1309,152.45,637.25,22.47,15.61,1.79,0.0
20160131:1409,56.46,243.96,11.83,15.19,2.41,0.0
20160131:1509,0.0,0.0,0.0,13.61,2.69,0.0
20160131:1609,0.0,0.0,0.0,11.66,2.97,0.0
20160131:1709,0.0,0.0,0.0,10.39,2.69,0.0
20160131:1809,0.0,0.0,0.0,9.21,2.0,0.0
20160131:1909,0.0,0.0,0.0,8.93,1.17,0.0
20160131:2009,0.0,0.0,0.0,9.34,0.69,0.0
20160131:2109,0.0,0.0,0.0,8.99,0.34,0.0
20160131:2209,0.0,0.0,0.0,8.59,0.14,0.0
20160131:2309,0.0,0.0,0.0,8.12,0.34,0.0
20160201:0009,0.0,0.0,0.0,6.96,0.9,0.0
20160201:0109,0.0,0.0,0.0,4.65,1.31,0.0
20160201:0209,0.0,0.0,0.0,4.31,1.59,0.0
20160201:0309,0.0,0.0,0.0,4.27,1.79,0.0
20160201:0409,0.0,0.0,0.0,4.29,1.86,0.0
20160201:0509,24.47,124.79,6.32,4.46,1.93,0.0
20160201:0609,98.09,399.15,17.54,6.24,1.59,0.0
20160201:0709,155.59,642.0,27.49,10.67,1.03,0.0
20160201:0809,195.39,840.17,35.46,13.09,0.55,0.0
20160201:0909,218.46,966.97,40.44,14.25,0.41,0.0
20160201:1009,223.92,990.92,41.5,15.09,0.76,0.0
20160201:1109,214.45,932.26,38.39,15.7,1.31,0.0
20160201:1209,187.4,791.16,31.78,15.98,2.14,0.0
20160201:1309,138.96,572.87,22.7,15.71,3.03,0.0
20160201:1409,52.14,225.23,12.04,14.79,3.79,0.0
20160201:1509,0.0,0.0,0.0,13.15,3.66,0.0
20160201:1609,0.0,0.0,0.0,11.53,3.24,0.0
20160201:1709,0.0,0.0,0.0,10.43,2.07,0.0
20160201:1809,0.0,0.0,0.0,9.3,1.31,0.0
20160201:1909,0.0,0.0,0.0,8.85,1.1,0.0
20160201:2009,0.0,0.0,0.0,9.11,0.83,0.0
20160201:2109,0.0,0.0,0.0,8.75,0.76,0.0
20160201:2209,0.0,0.0,0.0,8.4,0.55,0.0
20160201:2309,0.0,0.0,0.0,8.3,0.41,0.0
20160202:0009,0.0,0.0,0.0,8.13,0.34,0.0
20160202:0109,0.0,0.0,0.0,8.01,0.34,0.0
20160202:0209,0.0,0.0,0.0,7.9,0.55,0.0
20160202:0309,0.0,0.0,0.0,7.73,0.62,0.0
20160202:0409,0.0,0.0,0.0,7.63,0.55,0.0
20160202:0509,21.61,113.12,6.45,7.76,0.55,0.0
20160202:0609,92.61,384.42,17.7,8.73,0.55,0.0
20160202:0709,153.93,638.11,27.69,11.17,0.83,0.0
20160202:0809,194.48,819.24,35.7,12.84,1.45,0.0
20160202:0909,166.54,690.67,40.71,14.3,2.62,0.0
20160202:1009,101.68,419.91,41.79,15.24,3.79,0.0
20160202:1109,75.48,315.59,38.67,15.44,4.28,0.0
20160202:1209,20.7,100.11,32.03,15.54,4.0,0.0
20160202:1309,110.36,451.21,22.93,15.04,3.93,0.0
20160202:1409,39.82,176.18,12.25,14.68,3.93,0.0
20160202:1509,0.0,0.0,0.0,13.66,3.17,0.0
20160202:1609,0.0,0.0,0.0,12.2,2.69,0.0
20160202:1709,0.0,0.0,0.0,11.29,1.93,0.0
20160202:1809,0.0,0.0,0.0,10.25,1.31,0.0
20160202:1909,0.0,0.0,0.0,10.66,0.97,0.0
20160202:2009,0.0,0.0,0.0,10.58,0.83,0.0
20160202:2109,0.0,0.0,0.0,10.25,0.69,0.0
20160202:2209,0.0,0.0,0.0,9.89,0.76,0.0
20160202:2309,0.0,0.0,0.0,9.54,0.9,0.0
20160203:0009,0.0,0.0,0.0,9.31,0.97,0.0
20160203:0109,0.0,0.0,0.0,8.89,1.03,0.0
20160203:0209,0.0,0.0,0.0,8.85,1.03,0.0
20160203:0309,0.0,0.0,0.0,8.65,1.17,0.0
20160203:0409,0.0,0.0,0.0,7.7,1.52,0.0
20160203:0509,22.15,114.75,6.6,6.92,1.93,0.0
20160203:0609,94.55,389.91,17.87,9.09,1.59,0.0
20160203:0709,157.18,641.89,27.9,12.97,3.03,0.0
20160203:0809,199.58,829.13,35.94,14.75,3.38,0.0
20160203:0909,221.02,934.72,40.99,16.0,3.31,0.0
20160203:1009,225.25,962.57,42.08,16.94,3.1,0.0
20160203:1109,214.94,919.48,38.95,17.71,2.9,0.0
20160203:1209,187.66,794.08,32.3,18.25,2.9,0.0
20160203:1309,132.81,554.62,23.17,18.43,2.97,0.0
20160203:1409,69.54,300.0,12.46,18.03,2.83,0.0
20160203:1509,0.0,0.0,0.0,16.47,2.41,0.0
20160203:1609,0.0,0.0,0.0,14.34,2.34,0.0
20160203:1709,0.0,0.0,0.0,12.44,2.21,0.0
20160203:1809,0.0,0.0,0.0,11.16,2.48,0.0
20160203:1909,0.0,0.0,0.0,11.02,3.24,0.0
20160203:2009,0.0,0.0,0.0,10.67,3.38,0.0
20160203:2109,0.0,0.0,0.0,10.29,3.52,0.0
20160203:2209,0.0,0.0,0.0,9.98,3.72,0.0
20160203:2309,0.0,0.0,0.0,9.71,3.79,0.0
20160204:0009,0.0,0.0,0.0,9.37,3.72,0.0
20160204:0109,0.0,0.0,0.0,8.96,3.59,0.0
20160204:0209,0.0,0.0,0.0,8.63,3.66,0.0
20160204:0309,0.0,0.0,0.0,8.47,3.79,0.0
20160204:0409,0.0,0.0,0.0,8.4,4.0,0.0
20160204:0509,25.71,132.06,6.74,8.49,4.07,0.0
20160204:0609,98.1,401.8,18.04,10.38,3.93,0.0
20160204:0709,158.47,642.39,28.1,13.74,4.69,0.0
20160204:0809,198.14,815.06,36.19,15.83,5.17,0.0
20160204:0909,223.3,932.52,41.27,17.3,5.38,0.0
20160204:1009,225.05,946.8,42.38,18.46,5.38,0.0
20160204:1109,211.51,890.7,39.24,19.47,5.24,0.0
20160204:1209,180.05,754.91,32.56,20.15,4.83,0.0
20160204:1309,128.09,535.86,23.4,20.31,4.14,0.0
20160204:1409,65.67,286.01,12.66,19.82,3.1,0.0
20160204:1509,0.0,0.0,0.0,17.81,2.69,0.0
20160204:1609,0.0,0.0,0.0,15.21,2.97,0.0
20160204:1709,0.0,0.0,0.0,13.58,3.17,0.0
20160204:1809,0.0,0.0,0.0,12.51,3.38,0.0
20160204:1909,0.0,0.0,0.0,12.59,3.59,0.0
20160204:2009,0.0,0.0,0.0,12.13,3.72,0.0
20160204:2109,0.0,0.0,0.0,11.65,3.72,0.0
20160204:2209,0.0,0.0,0.0,11.14,3.66,0.0
20160204:2309,0.0,0.0,0.0,10.87,3.59,0.0
20160205:0009,0.0,0.0,0.0,10.45,3.66,0.0
20160205:0109,0.0,0.0,0.0,10.25,3.52,0.0
20160205:0209,0.0,0.0,0.0,9.5,3.38,0.0
20160205:0309,0.0,0.0,0.0,8.9,3.38,0.0
20160205:0409,0.0,0.0,0.0,8.6,3.45,0.0
20160205:0509,23.2,120.0,6.9,8.81,3.66,0.0
20160205:0609,90.32,372.81,18.22,11.27,3.38,0.0
20160205:0709,146.75,605.53,28.32,15.98,3.38,0.0
20160205:0809,174.31,733.59,36.44,19.3,3.72,0.0
20160205:0909,164.1,698.22,41.56,21.22,3.59,0.0
20160205:1009,211.79,930.61,42.68,22.47,2.83,0.0
20160205:1109,203.55,889.69,39.53,23.11,3.1,0.0
20160205:1209,185.38,792.55,32.82,22.8,4.14,0.0
20160205:1309,88.86,375.19,23.64,21.21,4.9,0.0
20160205:1409,13.72,72.41,12.87,18.55,4.83,0.0
20160205:1509,0.0,0.0,0.0,16.2,4.07,0.0
20160205:1609,0.0,0.0,0.0,14.67,2.9,0.0
20160205:1709,0.0,0.0,0.0,13.88,2.14,0.0
20160205:1809,0.0,0.0,0.0,12.73,1.45,0.0
20160205:1909,0.0,0.0,0.0,12.12,1.79,0.0
20160205:2009,0.0,0.0,0.0,11.51,2.14,0.0
20160205:2109,0.0,0.0,0.0,10.74,1.72,0.0
20160205:2209,0.0,0.0,0.0,11.03,1.17,0.0
20160205:2309,0.0,0.0,0.0,10.44,1.31,0.0
20160206:0009,0.0,0.0,0.0,9.12,1.79,0.0
20160206:0109,0.0,0.0,0.0,8.72,2.34,0.0
20160206:0209,0.0,0.0,0.0,9.04,2.97,0.0
20160206:0309,0.0,0.0,0.0,9.4,3.59,0.0
20160206:0409,0.0,0.0,0.0,9.62,4.0,0.0
20160206:0509,5.71,36.45,7.05,9.64,4.14,0.0
20160206:0609,33.25,146.85,18.41,10.15,4.07,0.0
20160206:0709,153.64,613.97,28.54,12.31,6.0,0.0
20160206:0809,142.34,570.59,36.7,13.59,7.17,0.0
20160206:0909,217.79,881.51,41.85,14.44,7.72,0.0
20160206:1009,150.44,607.3,42.99,15.22,8.07,0.0
20160206:1109,173.81,700.77,39.83,15.51,8.48,0.0
20160206:1209,95.79,390.35,33.09,15.47,8.48,0.0
20160206:1309,103.08,416.34,23.87,14.62,7.93,0.0
20160206:1409,40.9,178.12,13.08,12.92,7.31,0.0
20160206:1509,0.0,0.0,0.0,11.22,6.34,0.0
20160206:1609,0.0,0.0,0.0,10.21,6.14,0.0
20160206:1709,0.0,0.0,0.0,9.95,5.86,0.0
20160206:1809,0.0,0.0,0.0,9.56,5.72,0.0
20160206:1909,0.0,0.0,0.0,9.61,6.34,0.0
20160206:2009,0.0,0.0,0.0,9.42,6.69,0.0
20160206:2109,0.0,0.0,0.0,9.08,6.62,0.0
20160206:2209,0.0,0.0,0.0,8.52,6.62,0.0
20160206:2309,0.0,0.0,0.0,8.03,6.83,0.0
20160207:0009,0.0,0.0,0.0,7.9,6.9,0.0
20160207:0109,0.0,0.0,0.0,7.75,6.83,0.0
20160207:0209,0.0,0.0,0.0,7.7,6.69,0.0
20160207:0309,0.0,0.0,0.0,7.64,6.55,0.0
20160207:0409,0.0,0.0,0.0,7.52,6.48,0.0
20160207:0509,1.45,15.25,7.21,7.53,5.93,0.0
20160207:0609,48.34,202.36,18.6,7.64,6.07,0.0
20160207:0709,46.57,195.79,28.76,8.75,6.55,0.0
20160207:0809,96.06,383.27,36.96,10.04,7.86,0.0
